,id_start,id_end,distance
493,1001422,1001418,22.5
494,1001422,1001420,9.6
495,1001422,1001424,11.4
496,1001422,1001426,30.0
497,1001422,1001428,45.8
498,1001422,1001430,54.4
499,1001422,1001432,63.4
500,1001422,1001434,71.3
501,1001422,1001436,75.3
502,1001422,1001436,75.3
503,1001422,1001438,84.3
504,1001422,1001438,84.3
505,1001422,1001440,94.3
506,1001422,1001442,98.2
507,1001422,1001488,102.7
508,1001422,1004356,106.7
509,1001422,1004354,108.7
510,1001422,1004355,110.7
511,1001422,1001444,111.4
512,1001422,1001446,118.0
513,1001422,1001448,127.6
514,1001422,1001450,143.29999999999998
515,1001422,1001452,153.2
516,1001422,1001454,164.5
517,1001422,1001456,178.1
518,1001422,1001458,187.0
519,1001422,1001460,192.1
520,1001422,1001460,192.1
521,1001422,1001461,204.9
522,1001422,1001462,210.0
523,1001422,1001464,236.7
524,1001422,1001466,245.2
525,1001422,1001468,255.89999999999998
526,1001422,1001470,266.5
527,1001422,1001437,0.0
528,1001424,1001400,173.2
529,1001424,1001402,163.5
530,1001424,1001404,143.3
531,1001424,1001406,127.3
532,1001424,1001408,105.6
533,1001424,1001410,94.5
534,1001424,1001412,78.9
535,1001424,1001414,60.699999999999996
536,1001424,1001416,47.5
537,1001424,1001418,33.9
538,1001424,1001420,21.0
539,1001424,1001422,11.4
540,1001424,1001426,18.6
541,1001424,1001428,34.400000000000006
542,1001424,1001430,43.00000000000001
543,1001424,1001432,52.00000000000001
544,1001424,1001434,59.900000000000006
545,1001424,1001436,63.900000000000006
546,1001424,1001436,63.900000000000006
547,1001424,1001438,72.9
548,1001424,1001438,72.9
549,1001424,1001440,82.9
550,1001424,1001442,86.80000000000001
551,1001424,1001488,91.30000000000001
552,1001424,1004356,95.30000000000001
553,1001424,1004354,97.30000000000001
554,1001424,1004355,99.30000000000001
555,1001424,1001444,100.00000000000001
556,1001424,1001446,106.60000000000001
557,1001424,1001448,116.2
558,1001424,1001450,131.9
559,1001424,1001452,141.8
560,1001424,1001454,153.10000000000002
561,1001424,1001456,166.70000000000002
562,1001424,1001458,175.60000000000002
563,1001424,1001460,180.70000000000002
564,1001424,1001460,180.70000000000002
565,1001424,1001461,193.50000000000003
566,1001424,1001462,198.60000000000002
567,1001424,1001464,225.3
568,1001424,1001466,233.8
569,1001424,1001468,244.5
570,1001424,1001470,255.1
571,1001424,1001437,0.0
572,1001426,1001400,191.79999999999998
573,1001426,1001402,182.1
574,1001426,1001404,161.9
575,1001426,1001406,145.9
576,1001426,1001408,124.19999999999999
577,1001426,1001410,113.1
578,1001426,1001412,97.5
579,1001426,1001414,79.3
580,1001426,1001416,66.1
581,1001426,1001418,52.5
582,1001426,1001420,39.6
583,1001426,1001422,30.0
584,1001426,1001424,18.6
585,1001426,1001428,15.8
586,1001426,1001430,24.4
587,1001426,1001432,33.4
588,1001426,1001434,41.3
589,1001426,1001436,45.3
590,1001426,1001436,45.3
591,1001426,1001438,54.3
592,1001426,1001438,54.3
593,1001426,1001440,64.3
594,1001426,1001442,68.2
595,1001426,1001488,72.7
596,1001426,1004356,76.7
597,1001426,1004354,78.7
598,1001426,1004355,80.7
599,1001426,1001444,81.4
600,1001426,1001446,88.0
601,1001426,1001448,97.6
602,1001426,1001450,113.3
603,1001426,1001452,123.2
604,1001426,1001454,134.5
605,1001426,1001456,148.1
606,1001426,1001458,157.0
607,1001426,1001460,162.1
608,1001426,1001460,162.1
609,1001426,1001461,174.9
610,1001426,1001462,180.0
611,1001426,1001464,206.7
612,1001426,1001466,215.2
613,1001426,1001468,225.89999999999998
614,1001426,1001470,236.49999999999997
615,1001426,1001437,0.0
616,1001428,1001400,207.6
617,1001428,1001402,197.9
618,1001428,1001404,177.70000000000002
619,1001428,1001406,161.70000000000002
620,1001428,1001408,140.0
621,1001428,1001410,128.9
622,1001428,1001412,113.3
623,1001428,1001414,95.1
624,1001428,1001416,81.89999999999999
625,1001428,1001418,68.3
626,1001428,1001420,55.400000000000006
627,1001428,1001422,45.8
628,1001428,1001424,34.400000000000006
629,1001428,1001426,15.8
630,1001428,1001430,8.6
631,1001428,1001432,17.6
632,1001428,1001434,25.5
633,1001428,1001436,29.5
634,1001428,1001436,29.5
635,1001428,1001438,38.5
636,1001428,1001438,38.5
637,1001428,1001440,48.5
638,1001428,1001442,52.4
639,1001428,1001488,56.9
640,1001428,1004356,60.9
641,1001428,1004354,62.9
642,1001428,1004355,64.9
643,1001428,1001444,65.60000000000001
644,1001428,1001446,72.2
645,1001428,1001448,81.8
646,1001428,1001450,97.5
647,1001428,1001452,107.4
648,1001428,1001454,118.7
649,1001428,1001456,132.3
650,1001428,1001458,141.20000000000002
651,1001428,1001460,146.3
652,1001428,1001460,146.3
653,1001428,1001461,159.10000000000002
654,1001428,1001462,164.20000000000002
655,1001428,1001464,190.9
656,1001428,1001466,199.4
657,1001428,1001468,210.1
658,1001428,1001470,220.7
659,1001428,1001437,0.0
660,1001430,1001400,216.2
661,1001430,1001402,206.5
662,1001430,1001404,186.3
663,1001430,1001406,170.3
664,1001430,1001408,148.6
665,1001430,1001410,137.5
666,1001430,1001412,121.89999999999999
667,1001430,1001414,103.69999999999999
668,1001430,1001416,90.49999999999999
669,1001430,1001418,76.89999999999999
670,1001430,1001420,64.0
671,1001430,1001422,54.4
672,1001430,1001424,43.00000000000001
673,1001430,1001426,24.4
674,1001430,1001428,8.6
675,1001430,1001432,9.0
676,1001430,1001434,16.9
677,1001430,1001436,20.9
678,1001430,1001436,20.9
679,1001430,1001438,29.9
680,1001430,1001438,29.9
681,1001430,1001440,39.9
682,1001430,1001442,43.8
683,1001430,1001488,48.3
684,1001430,1004356,52.3
685,1001430,1004354,54.3
686,1001430,1004355,56.3
687,1001430,1001444,57.0
688,1001430,1001446,63.6
689,1001430,1001448,73.2
690,1001430,1001450,88.9
691,1001430,1001452,98.80000000000001
692,1001430,1001454,110.10000000000001
693,1001430,1001456,123.7
694,1001430,1001458,132.6
695,1001430,1001460,137.7
696,1001430,1001460,137.7
697,1001430,1001461,150.5
698,1001430,1001462,155.6
699,1001430,1001464,182.29999999999998
700,1001430,1001466,190.79999999999998
701,1001430,1001468,201.49999999999997
702,1001430,1001470,212.09999999999997
703,1001430,1001437,0.0
704,1001432,1001400,225.2
705,1001432,1001402,215.5
706,1001432,1001404,195.3
707,1001432,1001406,179.3
708,1001432,1001408,157.6
709,1001432,1001410,146.5
710,1001432,1001412,130.89999999999998
711,1001432,1001414,112.69999999999999
712,1001432,1001416,99.49999999999999
713,1001432,1001418,85.89999999999999
714,1001432,1001420,73.0
715,1001432,1001422,63.4
716,1001432,1001424,52.00000000000001
717,1001432,1001426,33.4
718,1001432,1001428,17.6
719,1001432,1001430,9.0
720,1001432,1001434,7.9
721,1001432,1001436,11.9
722,1001432,1001436,11.9
723,1001432,1001438,20.9
724,1001432,1001438,20.9
725,1001432,1001440,30.9
726,1001432,1001442,34.8
727,1001432,1001488,39.3
728,1001432,1004356,43.3
729,1001432,1004354,45.3
730,1001432,1004355,47.3
731,1001432,1001444,48.0
732,1001432,1001446,54.6
733,1001432,1001448,64.2
734,1001432,1001450,79.9
735,1001432,1001452,89.80000000000001
736,1001432,1001454,101.10000000000001
737,1001432,1001456,114.7
738,1001432,1001458,123.60000000000001
739,1001432,1001460,128.70000000000002
740,1001432,1001460,128.70000000000002
741,1001432,1001461,141.50000000000003
742,1001432,1001462,146.60000000000002
743,1001432,1001464,173.3
744,1001432,1001466,181.8
745,1001432,1001468,192.5
746,1001432,1001470,203.1
747,1001432,1001437,0.0
748,1001434,1001400,233.1
749,1001434,1001402,223.4
750,1001434,1001404,203.20000000000002
751,1001434,1001406,187.20000000000002
752,1001434,1001408,165.5
753,1001434,1001410,154.4
754,1001434,1001412,138.79999999999998
755,1001434,1001414,120.6
756,1001434,1001416,107.39999999999999
757,1001434,1001418,93.8
758,1001434,1001420,80.9
759,1001434,1001422,71.3
760,1001434,1001424,59.900000000000006
761,1001434,1001426,41.3
762,1001434,1001428,25.5
763,1001434,1001430,16.9
764,1001434,1001432,7.9
765,1001434,1001436,4.0
766,1001434,1001436,4.0
767,1001434,1001438,13.0
768,1001434,1001438,13.0
769,1001434,1001440,23.0
770,1001434,1001442,26.9
771,1001434,1001488,31.4
772,1001434,1004356,35.4
773,1001434,1004354,37.4
774,1001434,1004355,39.4
775,1001434,1001444,40.1
776,1001434,1001446,46.7
777,1001434,1001448,56.300000000000004
778,1001434,1001450,72.0
779,1001434,1001452,81.9
780,1001434,1001454,93.2
781,1001434,1001456,106.8
782,1001434,1001458,115.7
783,1001434,1001460,120.8
784,1001434,1001460,120.8
785,1001434,1001461,133.6
786,1001434,1001462,138.7
